flower_id,color,meaning_ko,culture_region,era,source_id,source_url,confidence_level,caution_note,editorial_note,reviewed_at
anthurium,red,정열,japan,modern,hanakotoba-yurai-anthurium,https://hananokotoba.com/anthurium/,single_source,,seed-v7: 하나코토바 赤いアンスリウム「情熱」,2026-08-17
anthurium,white,한결같은 열의,japan,modern,hanakotoba-yurai-anthurium,https://hananokotoba.com/anthurium/,single_source,,seed-v7: 하나코토바 白いアンスリウム「熱心」,2026-08-17
anthurium,pink,꾸미지 않은 아름다움,japan,modern,hanakotoba-yurai-anthurium,https://hananokotoba.com/anthurium/,single_source,,seed-v7: 하나코토바 ピンクのアンスリウム「飾らない美しさ」,2026-08-17
anthurium,,따뜻한 환대,western,modern,hanakotoba-yurai-anthurium,https://hananokotoba.com/anthurium/,single_source,,seed-v7: 같은 문서가 서양 꽃말로 적은 hospitality(温かいもてなし). 개업·집들이 화분으로 쓰이는 자리와 결이 맞는다,2026-08-17
anthurium,,꽃과 꼬리에서 온 이름,etymology,ancient,hanakotoba-yurai-anthurium,https://hananokotoba.com/anthurium/,single_source,,seed-v7: 속명 Anthurium 은 그리스어 anthos(꽃)와 oura(꼬리)에서 왔다 — 붉은 불염포 가운데 솟은 꼬리 모양 꽃차례를 가리킨다,2026-08-17
gardenia,,나는 더없이 행복합니다,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v7: 그리너웨이 1884 Cape Jasmine — I'm too happy. 하나코토바 クチナシ「とても幸せです」와 같은 말이라 두 계보가 겹친다,2026-08-17
gardenia,,기쁨을 실어 오는 향기,japan,modern,hanakotoba-yurai-kuchinashi,https://hananokotoba.com/kuchinashi/,single_source,,seed-v7: 하나코토바 クチナシ「喜びを運ぶ」. 초여름 바람에 실려 오는 단 향에서 왔다고 같은 문서가 풀이한다,2026-08-17
gardenia,,남몰래 품은 사랑,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,single_source,,seed-v7: 영어 위키백과 하나코토바 표 梔子(クチナシ) — Secret love,2026-08-17
gardenia,,한없는 즐거움,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v7: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 3월 19일 치자나무(Cape Jasmine). 그리너웨이의 I'm too happy 와 결이 같아 세 문화권이 겹친다,2026-08-17
gardenia,white,무도회에 초대받은 마음,usa,20c,hanakotoba-yurai-kuchinashi,https://hananokotoba.com/kuchinashi/,single_source,,"seed-v7: 「とても幸せです」의 유래로 같은 문서가 적은 미국 관습 — 남자가 무도회에 초대하며 흰 치자 코르사주를 건넸고, 초대받은 사람의 마음이 그대로 꽃말이 되었다",2026-08-17
gardenia,,입이 없는 열매에서 온 이름,etymology,modern,hanakotoba-yurai-kuchinashi,https://hananokotoba.com/kuchinashi/,single_source,,seed-v7: 일본 이름 クチナシ(口無し)는 열매가 다 익어도 벌어지지 않는다는 데서 왔다고 같은 문서가 적는다,2026-08-17
eucalyptus,,새로 태어남,japan,modern,hanakotoba-yurai-eucalyptus,https://hananokotoba.com/eucalyptus/,single_source,,seed-v7: 하나코토바 ユーカリ「新生」「再生」. 산불이 잦은 호주에서 불이 지나간 뒤 비가 오면 씨가 싹튼다는 성질에서 왔다고 같은 문서가 풀이한다,2026-08-17
eucalyptus,,추억,japan,modern,hanakotoba-yurai-eucalyptus,https://hananokotoba.com/eucalyptus/,single_source,,seed-v7: 하나코토바 ユーカリ「思い出」. 향이 기억을 불러오는 잎이라는 결로 읽힌다,2026-08-17
eucalyptus,,잘 덮는다는 뜻에서 온 이름,etymology,ancient,hanakotoba-yurai-eucalyptus,https://hananokotoba.com/eucalyptus/,single_source,,seed-v7: 속명 Eucalyptus 는 그리스어 eu(좋다)와 calyptos(덮다)에서 왔다. 같은 문서는 메마른 땅을 초록으로 덮는 나무라는 풀이를 함께 적는다,2026-08-17
statice,,변하지 않는 마음,japan,modern,hanakotoba-yurai-statice,https://hananokotoba.com/statice/,repeated,,seed-v7: 하나코토바 スターチス「変わらぬ心」. 말려도 색이 바래지 않는 데서 왔다고 같은 문서가 풀이하고 그쪽이 적은 서양 꽃말 remembrance 와도 겹친다,2026-08-17
statice,,끊기지 않는 기억,japan,modern,hanakotoba-yurai-statice,https://hananokotoba.com/statice/,single_source,,seed-v7: 하나코토바 スターチス「途絶えぬ記憶」,2026-08-17
statice,yellow,사랑의 기쁨과 성실,japan,modern,hanakotoba-yurai-statice,https://hananokotoba.com/statice/,single_source,,seed-v7: 하나코토바 黄色いスターチス「愛の喜び」「誠実」,2026-08-17
statice,purple,단아함,japan,modern,hanakotoba-yurai-statice,https://hananokotoba.com/statice/,single_source,,seed-v7: 하나코토바 紫のスターチス「しとやか」「上品」,2026-08-17
statice,,위로 — 서양이 읽는 스타티스,western,modern,hanakotoba-yurai-statice,https://hananokotoba.com/statice/,single_source,애도 자리에서 오래 쓰인 말이라 축하 자리에서는 뜻이 어긋날 수 있어요,seed-v7: 같은 문서가 서양 꽃말로 적은 remembrance·success·sympathy. 한 꽃에 추모와 성공이 나란히 붙어 있는 드문 경우다,2026-08-17
statice,,멈추게 한다는 뜻에서 온 이름,etymology,ancient,hanakotoba-yurai-statice,https://hananokotoba.com/statice/,single_source,,seed-v7: 유통명 스타티스(Statice)는 그리스어 statizo(멈추다)에서 왔고 설사를 멎게 하는 약초로 쓰이던 데서 붙었다고 같은 문서가 적는다,2026-08-17
mimosa,,비밀스러운 사랑,japan,modern,hanakotoba-yurai-mimosa,https://hananokotoba.com/mimosa/,repeated,,seed-v7: 하나코토바 ミモザ(房アカシア)「秘密の恋」. 같은 문서가 서양 꽃말로 적은 secret love 와 겹친다,2026-08-17
mimosa,,우정,japan,modern,hanakotoba-yurai-mimosa,https://hananokotoba.com/mimosa/,single_source,,seed-v7: 하나코토바 ミモザ「友情」,2026-08-17
mimosa,yellow,여성의 날에 건네는 꽃,italy,20c,wikipedia-acacia-dealbata,https://en.wikipedia.org/wiki/Acacia_dealbata,repeated,,seed-v7: 이탈리아·알바니아·러시아·조지아에서 3월 8일 국제 여성의 날에 여성에게 건네는 꽃이다(영어 위키백과). 하나코토바도 이탈리아에서 이날을 ミモザの日 라 부른다고 적어 두 자료가 겹친다. culture_region 에 italy 토큰을 새로 썼다,2026-08-17
mimosa,,예민한 마음 — 다만 이 말의 주인은 다른 꽃이다,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,varies,옛 꽃말 사전의 미모사는 건드리면 잎을 접는 신경초(Mimosa pudica)예요. 꽃집에서 파는 노란 미모사와는 다른 식물입니다,"seed-v7: 그리너웨이 1884 Mimosa (Sensitive Plant) — Sensitiveness. 와 뒤몽 1851 Sensitive Plant, (Chastity) 는 모두 신경초를 가리키고 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 1월 26일 미모사(Humble Plant)도 같은 식물이다. 유통 미모사(Acacia dealbata)에 그대로 옮기지 않으려고 caution_note 로 갈라 두었다",2026-08-17
bouvardia,,오가는 마음 — 사귐,japan,modern,hanakotoba-yurai-bouvardia,https://hananokotoba.com/bouvardia/,single_source,,seed-v7: 하나코토바 ブバルディア「交流」「親交」. 30종 남짓한 원종을 여러 갈래로 교배해 온 내력에서 왔다고 같은 문서가 풀이한다,2026-08-17
bouvardia,,정열,japan,modern,hanakotoba-yurai-bouvardia,https://hananokotoba.com/bouvardia/,repeated,,seed-v7: 하나코토바 ブバルディア「情熱」. 같은 문서가 서양 꽃말로 적은 enthusiasm 과 겹친다,2026-08-17
bouvardia,,루이 13세의 주치의 부바르에게서 온 이름,etymology,17c,wikipedia-bouvardia,https://en.wikipedia.org/wiki/Bouvardia,repeated,,seed-v7: 속명은 루이 13세의 주치의이자 파리 왕립식물원 감독이던 샤를 부바르(1572~1658)를 기린 것이다(영어 위키백과). 하나코토바도 같은 유래를 적어 두 자료가 겹친다,2026-08-17
scabiosa,,이루지 못한 사랑,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v7: 그리너웨이 1884 Scabious — Unfortunate love. 하나코토바 スカビオサ「不幸な愛」와 그쪽이 적은 서양 꽃말 unfortunate love 까지 세 계보가 겹친다,2026-08-17
scabiosa,,홀로 남은 사람의 꽃,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,애도 자리에서 오래 쓰인 말이라 축하 자리에는 어울리지 않아요,seed-v7: 그리너웨이 1884 Sweet Scabious — Widowhood,2026-08-17
scabiosa,,나는 모든 것을 잃었습니다,japan,modern,hanakotoba-yurai-scabiosa,https://hananokotoba.com/scabiosa/,repeated,,seed-v7: 하나코토바 スカビオサ「私はすべてを失った」와 같은 문서의 서양 꽃말 I have lost all. 서양에서 보라색 꽃에 슬픈 꽃말이 많이 붙었고 스카비오사도 과부의 꽃으로 읽혔다고 같은 문서가 적는다,2026-08-17
scabiosa,,옴을 다스리던 풀에서 온 이름,etymology,ancient,hanakotoba-yurai-scabiosa,https://hananokotoba.com/scabiosa/,single_source,,seed-v7: 속명 Scabiosa 는 옴을 뜻하는 라틴어 scabies 에서 왔고 피부병 약으로 쓰이던 내력에서 붙었다고 같은 문서가 적는다,2026-08-17
scabiosa,,바늘꽂이를 닮은 꽃,etymology,modern,ncstate-scabiosa-atropurpurea,https://plants.ces.ncsu.edu/plants/scabiosa-atropurpurea/,single_source,같은 별명을 프로테아과의 다른 꽃도 함께 써요,seed-v7: NC State 는 통칭 Pincushion Flower 를 두고 꽃이 바늘을 잔뜩 꽂은 바늘꽂이를 닮았다고 풀이한다. 그 별명을 레우코스페르뭄도 함께 쓰는 탓에 ASPCA 의 Scabious 항목이 이 꽃이 아니게 되었다,2026-08-17
plum-blossom,,고결,japan,modern,hanakotoba-yurai-ume,https://hananokotoba.com/ume/,repeated,,seed-v7: 하나코토바 梅「高潔」. 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 10월 24일 매화의 고결한 마음과 같은 말이라 두 문화권이 겹친다,2026-08-17
plum-blossom,,충실 — 날아온 매화,japan,medieval,hanakotoba-yurai-ume,https://hananokotoba.com/ume/,single_source,,seed-v7: 하나코토바 梅「忠実」. 헤이안 시대 스가와라노 미치자네가 다자이후로 좌천되자 아끼던 매화가 하늘을 날아 따라왔다는 도비우메(飛梅) 전설에서 왔다고 같은 문서가 풀이한다,2026-08-17
plum-blossom,,추위에 굴하지 않는 절개,korea,modern,wikipedia-ko-maesil,https://ko.wikipedia.org/wiki/%EB%A7%A4%EC%8B%A4%EB%82%98%EB%AC%B4,repeated,,seed-v7: 한국어 위키백과 매실나무 — 사군자의 하나이며 고난에 굴하지 않는 군자의 절개를 상징한다. 하나코토바의 梅「忍耐」와 결이 같고 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 12월 27일 매화의 맑은 마음과도 이어진다,2026-08-17
plum-blossom,white,기품,japan,modern,hanakotoba-yurai-ume,https://hananokotoba.com/ume/,single_source,,seed-v7: 하나코토바 白梅「気品」— 붉은 매화보다 정갈하다는 데서 왔다고 적는다,2026-08-17
plum-blossom,,약속을 지키는 사람,western,modern,hanakotoba-yurai-ume,https://hananokotoba.com/ume/,single_source,,seed-v7: 같은 문서가 서양 꽃말로 적은 keep your promise·fidelity·beauty and longevity,2026-08-17
plum-blossom,,성실 — 다만 이 말의 주인은 서양 자두다,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,varies,옛 꽃말 사전의 Plum Tree 는 유럽 자두(Prunus domestica)예요. 매화와는 다른 종입니다,seed-v7: 그리너웨이 1884 Plum Tree — Fidelity. 매화는 자두가 아니라 살구 쪽에 가까운 종이라(NC State 통칭 Japanese Apricot) 같은 책의 Plum 항목을 그대로 옮기지 않고 caution_note 로 갈라 두었다. 공교롭게 하나코토바의 梅「忠実」와 뜻이 같아 우연의 일치까지 함께 기록한다,2026-08-17
azalea,,사랑의 희열,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,repeated,,seed-v7: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 8월 8일 진달래(Azalea) — 표기는 사랑의 기쁨. 하나코토바 赤いツツジ「恋の喜び」와 같은 말이라 두 문화권이 겹친다,2026-08-17
azalea,red,사랑의 기쁨,japan,modern,hanakotoba-yurai-tsutsuji,https://hananokotoba.com/tsutsuji/,repeated,일본의 ツツジ 는 진달래가 아닌 철쭉류까지 함께 가리켜요,seed-v7: 하나코토바 赤いツツジ「恋の喜び」— 눈부신 붉은 꽃이 한꺼번에 피는 모습에서 왔다고 적는다. 그 문서의 학명이 Rhododendron spp. 로 속 단위라 진달래(R. mucronulatum)에 그대로 겹치지는 않아 caution_note 를 달았다,2026-08-17
azalea,,절제,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,seed-v7: 그리너웨이 1884 Azalea — Temperance. 하나코토바 ツツジ「節度」「慎み」와 그쪽이 적은 서양 꽃말 temperance 까지 세 계보가 겹친다,2026-08-17
azalea,,참을성 있고 겸손함,japan,modern,wikipedia-hanakotoba,https://en.wikipedia.org/wiki/Hanakotoba,repeated,,"seed-v7: 영어 위키백과 하나코토바 표 躑躅(ツツジ) — Patient, modest. 그리너웨이의 Temperance 와 결이 같다",2026-08-17
azalea,white,첫사랑,japan,modern,hanakotoba-yurai-tsutsuji,https://hananokotoba.com/tsutsuji/,single_source,,seed-v7: 하나코토바 白いツツジ「初恋」— 순백의 꽃 모습에서 왔다고 적는다,2026-08-17
azalea,,두견새가 울어 붉어졌다는 꽃,korea,ancient,wikipedia-ko-jindallae,https://ko.wikipedia.org/wiki/%EC%A7%84%EB%8B%AC%EB%9E%98,single_source,,seed-v7: 한국어 위키백과 진달래 — 두견화(杜鵑花)라는 이름은 두견새가 피를 토하며 울어 그 피로 꽃이 붉어졌다는 전승에서 왔다. 같은 항목이 먹을 수 있어 참꽃이라 부른다는 이름도 함께 적는다,2026-08-17
cotton,,우수,korea,modern,royalflower-birth-flowers,https://www.xn--oi2bpqy92ashbd12b.kr/bbs/content.php?co_id=flower_02,single_source,한자가 없는 표라 우수가 뛰어남(優秀)인지 시름(憂愁)인지 갈려요,seed-v7: 로얄플라워(한국화훼유통협회 계열 쇼핑몰 · seed-v8 출처 정정) 탄생화 표 12월 12일 목화(Cotton Plant) — 우수. 일본 꽃말에 「優秀」가 있어 뛰어남 쪽으로 읽을 여지가 있으나 표가 한자를 달지 않아 단정하지 않는다,2026-08-17
cotton,,뛰어남,japan,modern,lovegreen-cotton,https://lovegreen.net/languageofflower/p259733/,single_source,,"seed-v7: LOVEGREEN 코튼플라워 꽃말 「優秀」. 같은 문서가 「繊細」「偉大」「崇高」「有用な」도 함께 적는다. ⚠ 출처 품질 유의 — LOVEGREEN 은 상업 블로그가 아니라 편집부를 둔 일본 원예 미디어이지만(domani-ajisai 와 같은 급), 이 꽃말들에 出典도 由来도 달지 않는다. 하나코토바에 목화 항목이 없어 대체 출처가 없었고, confidence_level 은 이미 최저값이라 더 내릴 수 없다",2026-08-17
cotton,,나를 감싸 주세요,japan,modern,lovegreen-cotton,https://lovegreen.net/languageofflower/p259733/,single_source,,"seed-v7: LOVEGREEN 코튼플라워 꽃말 「私を包んで」. 열매가 터져 나온 흰 솜이 꽃처럼 보여 면화(綿花)라 부르게 되었다는 이름 풀이도 같은 문서에 있다 — 이 이름 유래만은 여러 일본 자료가 함께 적어 확인된다. 꽃말 자체의 출처 품질은 같은 flower_id 의 「優秀」 행 주석 참조",2026-08-17
cotton,,아랍어 쿠툰에서 온 이름,etymology,medieval,wikipedia-cotton,https://en.wikipedia.org/wiki/Cotton,single_source,,seed-v7: 영어 cotton 은 아랍어 qutn·qutun 에서 왔고 12세기 중엽 로망스어권에 들어온 뒤 한 세기쯤 지나 영어로 넘어왔다(영어 위키백과),2026-08-17
carnation,pink,여자의 사랑,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v8: 그리너웨이 1884 'Pink, Carnation — Woman's love'. 하나코토바 ピンクのカーネーション「女性の愛」「熱愛」와 같은 말이라 두 계보가 겹친다. 그리너웨이의 Pink 는 패랭이꽃(Dianthus) 무리 총칭이고 그중 Pink, Carnation 이 카네이션형을 가리킨다",2026-08-18
carnation,pink,당신을 잊지 않을게요,western,modern,hanakotoba-yurai-carnation,https://hananokotoba.com/carnation/,single_source,,seed-v8: 하나코토바가 ピンクのカーネーション 의 영어 꽃말로 적은 「I'll never forget you」「a woman's love」「a mother's love」. 어버이날의 붉은 카네이션과 달리 분홍은 어머니를 기억하는 쪽으로 기운다,2026-08-18
carnation,purple,자부심과 기품,japan,modern,hanakotoba-yurai-carnation,https://hananokotoba.com/carnation/,single_source,,seed-v8: 하나코토바 紫のカーネーション「誇り」「気品」,2026-08-18
carnation,purple,변덕 — 마음이 자주 바뀌는 사람,western,modern,hanakotoba-yurai-carnation,https://hananokotoba.com/carnation/,varies,"같은 보라 카네이션이 일본에서는 기품, 영어권에서는 변덕으로 갈려요. 카드에 옮겨 적기 전에 어느 쪽으로 읽힐지 생각해 주세요",seed-v8: 하나코토바가 紫のカーネーション 의 영어 꽃말로 적은 「capriciousness」「changeable」,2026-08-18
delphinium,purple,거만함 — 고개를 빳빳이 든 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,거만하다는 뜻이라 윗사람이나 감사 자리에는 어울리지 않아요,"seed-v8: 그리너웨이 1884 'Larkspur, Purple — Haughtiness'. 같은 책이 분홍에는 Fickleness 를 따로 세워 두어(우리 표의 델피니움 분홍 행) 색마다 뜻을 갈라 두었다",2026-08-18
jasmine,yellow,우아함과 품위,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v8: 그리너웨이 1884 'Jasmine, Yellow — Grace and elegance'. 하나코토바 黄色いジャスミン「優美」「優雅」와 영어 꽃말 grace·elegance 까지 겹친다. 다만 옛 사전이 노란 재스민이라 부른 것은 Jasminum humile 계열이라 우리 도감의 J. sambac 과는 다른 종이다",2026-08-18
primula,yellow,생각에 잠긴 마음,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,,seed-v8: 그리너웨이 1884 'Cowslip — Pensiveness. Winning grace.' 카우슬립은 Primula veris 로 노란 꽃이 피는 앵초 무리다. 우리 도감의 프리뮬러(P. vulgaris)와는 같은 속의 다른 종이라 노랑 자리에 두되 이 사실을 남긴다,2026-08-18
primula,purple,믿음 — 마음을 놓아도 되는 사람,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,repeated,,"seed-v8: 그리너웨이 1884 'Polyanthus, Lilac — Confidence'. 엘리자베스 워트, Flora's Dictionary(1832)도 「POLYANTHOS, Lilac Coloured. Confidence.」로 같은 말을 적고 같은 쪽에서 「The Cowslip, Polyanthus, Primrose, Auricula, etc., are all of this family」라 밝혀 프리뮬러 무리임을 스스로 못 박는다. 하나코토바 紫のプリムラ「信頼」·영어 꽃말 confidence 까지 세 계보가 겹친다. lilac 은 색 어휘 밖이라 가장 가까운 purple 로 옮겼다(seed-v4 선례)",2026-08-18
geranium,white,나는 당신의 사랑을 믿지 않아요,japan,modern,hanakotoba-yurai-geranium,https://hananokotoba.com/geranium/,varies,흰 제라늄에는 사랑을 의심한다는 뜻이 붙어 있어요. 고백이나 화해 자리에는 다른 색을 권해요,seed-v8: 하나코토바 白いゼラニウム「私はあなたの愛を信じない」. 같은 문서가 영어 꽃말로는 indecision(망설임)을 적어 의심과 망설임 사이로 결이 갈린다,2026-08-18
geranium,variegated,다시 불러 주세요,uk,victorian,greenaway-1884,https://www.gutenberg.org/ebooks/31591,single_source,잎에 흰 무늬가 도는 품종을 두고 하던 말이에요 — 꽃잎 무늬를 가리키는 말은 아닙니다,"seed-v8: 그리너웨이 1884 'Geranium, Silver-leaved — Recall'. 은잎 제라늄은 꽃이 아니라 잎에 흰 테가 도는 품종이라, 우리 색 어휘의 복색(꽃 무늬)과는 가리키는 자리가 다르다. 가장 가까운 값으로 variegated 에 두고 그 사실을 caution_note 에 밝힌다",2026-08-18
lily-asiatic,pink,허영심,japan,modern,hanakotoba-yurai-lily,https://hananokotoba.com/lily/,single_source,분홍 백합에는 허영심이라는 뜻이 붙어 있어요. 칭찬을 건네는 자리에는 다른 색이 나을 수 있어요,seed-v8: 하나코토바 ピンクのユリ「虚栄心」. 같은 문서가 붉은 백합에도 같은 말을 적어 두 색이 한 뜻을 나눠 갖는다,2026-08-18
lily-asiatic,pink,부와 번영,western,modern,hanakotoba-yurai-lily,https://hananokotoba.com/lily/,varies,"같은 분홍 백합이 일본에서는 허영심, 영어권에서는 부와 번영으로 정반대로 갈려요",seed-v8: 하나코토바가 ピンクのユリ 의 영어 꽃말로 적은 「wealth and prosperity」,2026-08-18
tulip-white,purple,변치 않는 사랑,japan,modern,hanakotoba-yurai-tulip,https://hananokotoba.com/tulip/,single_source,,seed-v8: 하나코토바 紫のチューリップ「不滅の愛」. 같은 문서가 흰색에는 「失われた愛」를 적어 두 색이 정반대에 선다,2026-08-18
tulip-white,purple,왕의 색,western,modern,hanakotoba-yurai-tulip,https://hananokotoba.com/tulip/,single_source,,seed-v8: 하나코토바가 紫のチューリップ 의 영어 꽃말로 적은 「royalty」,2026-08-18
freesia,red,순결,japan,modern,hanakotoba-yurai-freesia,https://hananokotoba.com/freesia/,single_source,,"seed-v8: 하나코토바 赤いフリージア「純潔」. 같은 문서가 흰색에 「あどけなさ」, 노랑에 「無邪気」, 보라에 「憧れ」를 따로 적어 네 색이 모두 갈린다",2026-08-18
gerbera,red,신비,japan,modern,hanakotoba-yurai-gerbera,https://hananokotoba.com/gerbera/,single_source,,seed-v8: 하나코토바 赤いガーベラ「神秘」. 국립원예특작과학원 꽃말사전도 거베라를 신비라 적지만(같은 flower_id 의 색 없는 행) 그쪽은 색을 가리지 않아 붉은색이라는 한정은 이 자료 하나뿐이다,2026-08-18
gerbera,red,정열과 사랑,western,modern,hanakotoba-yurai-gerbera,https://hananokotoba.com/gerbera/,single_source,,seed-v8: 하나코토바가 赤いガーベラ 의 영어 꽃말로 적은 「passion（情熱）」「love（愛情）」「romance」. 같은 붉은 거베라를 일본은 신비라 읽어 두 쪽이 갈린다,2026-08-18
gerbera,yellow,"더없는 아름다움, 그리고 쉽게 다가갈 수 있는 사람",japan,modern,hanakotoba-yurai-gerbera,https://hananokotoba.com/gerbera/,single_source,,seed-v8: 하나코토바 黄色いガーベラ「究極美」「親しみやすい」,2026-08-18
gerbera,yellow,햇살 같은 다정함,western,modern,hanakotoba-yurai-gerbera,https://hananokotoba.com/gerbera/,single_source,,seed-v8: 하나코토바가 黄色いガーベラ 의 영어 꽃말로 적은 「warmth（優しさ、暖かさ）」「sunshine（日光）」「friendliness」. 노란 꽃에 질투를 붙이던 빅토리아 계보와 정반대다,2026-08-18
gerbera,orange,참을성 — 견디는 마음,japan,modern,hanakotoba-yurai-gerbera,https://hananokotoba.com/gerbera/,single_source,,seed-v8: 하나코토바 オレンジのガーベラ「我慢強さ」,2026-08-18
gerbera,orange,당신은 나의 햇살입니다,western,modern,hanakotoba-yurai-gerbera,https://hananokotoba.com/gerbera/,single_source,,seed-v8: 하나코토바가 オレンジのガーベラ 의 영어 꽃말로 적은 「You are my sunshine」「patience（忍耐）」,2026-08-18
gladiolus,red,"굳건함, 그리고 조심스러움",japan,modern,hanakotoba-yurai-gladiolus,https://hananokotoba.com/gladiolus/,single_source,,seed-v8: 하나코토바 赤いグラジオラス「堅固」「用心深い」. 글라디올러스 전체 꽃말 「用心」이 붉은색에서 한 번 더 또렷해진다,2026-08-18
gladiolus,pink,"쉬지 않는 노력, 한결같은 사랑",japan,modern,hanakotoba-yurai-gladiolus,https://hananokotoba.com/gladiolus/,single_source,,seed-v8: 하나코토바 ピンクのグラジオラス「たゆまぬ努力」「ひたむきな愛」「満足」,2026-08-18
pansy,purple,생각이 깊은 사람,japan,modern,hanakotoba-yurai-pansy,https://hananokotoba.com/pansy/,single_source,,seed-v8: 하나코토바 紫のパンジー「思慮深い」,2026-08-18
pansy,purple,당신 생각으로 머리가 가득해요,western,modern,hanakotoba-yurai-pansy,https://hananokotoba.com/pansy/,single_source,,seed-v8: 하나코토바가 紫のパンジー 의 영어 꽃말로 적은 「You occupy my thoughts」. 팬지 전체 꽃말 Thoughts(그리너웨이 1884)가 보라에서 한 사람에게로 좁혀진다,2026-08-18
pansy,yellow,조촐한 행복 — 들판에서 얻는 기쁨,japan,modern,hanakotoba-yurai-pansy,https://hananokotoba.com/pansy/,single_source,,seed-v8: 하나코토바 黄色いパンジー「つつましい幸せ」「田園の喜び」. 그리너웨이 1884 가 노란 제비꽃에 붙인 Rural happiness 와 같은 결인데 종이 달라 따로 둔다,2026-08-18
pansy,white,온순함,japan,modern,hanakotoba-yurai-pansy,https://hananokotoba.com/pansy/,single_source,,seed-v8: 하나코토바 白いパンジー「温順」,2026-08-18
pansy,white,사랑을 떠올리는 마음,western,modern,hanakotoba-yurai-pansy,https://hananokotoba.com/pansy/,single_source,,seed-v8: 하나코토바가 白いパンジー 의 영어 꽃말로 적은 「thoughts of love」,2026-08-18
aster,red,변화를 반기는 마음,japan,modern,hanakotoba-yurai-ezogiku,https://hananokotoba.com/ezogiku/,single_source,,seed-v8: 하나코토바 赤いエゾギク「変化を好む」. 과꽃 전체 꽃말 「変化」가 붉은색에서 반가움 쪽으로 기운다,2026-08-18
aster,pink,달콤한 꿈,japan,modern,hanakotoba-yurai-ezogiku,https://hananokotoba.com/ezogiku/,single_source,,seed-v8: 하나코토바 ピンクのエゾギク「甘い夢」,2026-08-18
aster,blue,"믿어요, 다만 조금 걱정도 돼요",japan,modern,hanakotoba-yurai-ezogiku,https://hananokotoba.com/ezogiku/,single_source,,seed-v8: 하나코토바 青いエゾギク「信頼」「あなたを信じているけど心配」. 믿음과 걱정을 한 줄에 담은 드문 꽃말이다,2026-08-18
aster,purple,사랑의 승리 — 내 사랑이 더 깊어요,japan,modern,hanakotoba-yurai-ezogiku,https://hananokotoba.com/ezogiku/,single_source,,seed-v8: 하나코토바 紫のエゾギク「恋の勝利」「私の愛はあなたの愛より深い」,2026-08-18
alstroemeria,red,찾아온 행복,japan,modern,hanakotoba-yurai-alstroemeria,https://hananokotoba.com/alstroemeria/,single_source,,seed-v8: 하나코토바 赤いアルストロメリア「幸い」,2026-08-18
alstroemeria,white,늠름함,japan,modern,hanakotoba-yurai-alstroemeria,https://hananokotoba.com/alstroemeria/,single_source,,seed-v8: 하나코토바 白いアルストロメリア「凛々しさ」,2026-08-18
cosmos,white,우아함,japan,modern,hanakotoba-yurai-cosmos,https://hananokotoba.com/cosmos/,single_source,,"seed-v8: 하나코토바 白いコスモス「優美」. 같은 문서가 분홍에 「純潔」, 붉은색에 「愛情」「調和」를 적는데 붉은 코스모스는 우리 도감의 색 목록에 없어 싣지 않았다",2026-08-18
stock,red,나를 믿어 주세요,japan,modern,hanakotoba-yurai-stock,https://hananokotoba.com/stock/,single_source,,seed-v8: 하나코토바 赤いストック「私を信じて」,2026-08-18
stock,pink,품이 넉넉한 사랑,japan,modern,hanakotoba-yurai-stock,https://hananokotoba.com/stock/,single_source,,seed-v8: 하나코토바 ピンクのストック「ふくよかな愛情」,2026-08-18
